Location,Year,Month,average_monthly_rainfall
Newcastle,2015,January,4.812903225806451
Newcastle,2015,July,0.8258064516129031
Newcastle,2015,June,2.85
Newcastle,2015,March,2.607407407407407
Newcastle,2015,May,4.287096774193548
Newcastle,2015,November,3.103448275862069
Newcastle,2015,October,1.710344827586207
Newcastle,2015,September,4.406896551724138
Newcastle,2016,April,2.14
Newcastle,2016,August,1.6741935483870969
Newcastle,2016,December,1.7357142857142858
Newcastle,2016,February,2.3571428571428568
Newcastle,2016,January,13.851612903225808
Newcastle,2016,July,1.7870967741935482
Newcastle,2016,June,6.713333333333333
Newcastle,2016,March,2.2806451612903222
Newcastle,2016,May,0.4580645161290323
Newcastle,2016,November,1.693333333333333
Newcastle,2016,October,1.78
Newcastle,2016,September,1.8666666666666667
Newcastle,2017,April,5.076190476190478
Newcastle,2017,February,2.1035714285714286
Newcastle,2017,January,2.5161290322580645
Newcastle,2017,June,6.4833333333333325
Newcastle,2017,March,8.464516129032258
Newcastle,2017,May,0.9096774193548386
Nhil,2013,April,0.38666666666666666
Nhil,2013,August,1.3548387096774193
Nhil,2013,December,0.19999999999999996
Nhil,2013,July,1.9935483870967743
Nhil,2013,June,4.166666666666667
Nhil,2013,March,0.19354838709677424
Nhil,2013,May,0.8709677419354838
Nhil,2013,November,0.11333333333333336
Nhil,2013,October,0.9483870967741936
Nhil,2013,September,1.4
Nhil,2014,April,1.6733333333333333
Nhil,2014,August,0.7096774193548389
Nhil,2014,December,0.3533333333333332
Nhil,2014,February,0.3142857142857143
Nhil,2014,January,0.18709677419354842
Nhil,2014,July,0.896774193548387
Nhil,2014,June,1.22
Nhil,2014,March,0.192
Nhil,2014,May,1.4129032258064518
Nhil,2014,November,0.2266666666666667
Nhil,2014,October,0.21935483870967742
Nhil,2014,September,0.4933333333333334
Nhil,2015,April,0.5333333333333334
Nhil,2015,August,0.3032258064516129
Nhil,2015,December,0.32903225806451614
Nhil,2015,February,0.39999999999999997
Nhil,2015,January,2.2838709677419353
Nhil,2015,July,0.6838709677419356
Nhil,2015,June,0.8066666666666666
Nhil,2015,March,0.09032258064516127
Nhil,2015,May,0.7225806451612903
Nhil,2015,November,0.6333333333333336
Nhil,2015,October,0.1733333333333333
Nhil,2015,September,0.84
Nhil,2016,April,0.21999999999999995
Nhil,2016,August,1.0838709677419356
Nhil,2016,December,1.0322580645161292
Nhil,2016,February,0.5428571428571429
Nhil,2016,January,1.1935483870967742
Nhil,2016,July,1.9935483870967743
Nhil,2016,June,1.4466666666666665
Nhil,2016,March,1.1161290322580644
Nhil,2016,May,1.3225806451612903
Nhil,2016,November,0.45333333333333337
Nhil,2016,October,1.903225806451613
Nhil,2016,September,3.1133333333333333
Nhil,2017,April,1.3666666666666665
Nhil,2017,February,0.6857142857142857
Nhil,2017,January,0.7483870967741936
Nhil,2017,June,0.112
Nhil,2017,March,0.470967741935484
Nhil,2017,May,2.0645161290322585
NorahHead,2009,April,2.713333333333333
NorahHead,2009,August,0.13548387096774192
NorahHead,2009,December,2.917241379310345
NorahHead,2009,February,5.028571428571429
NorahHead,2009,January,0.6
NorahHead,2009,July,2.412903225806452
NorahHead,2009,June,3.3586206896551727
NorahHead,2009,March,1.6
NorahHead,2009,May,6.703225806451613
NorahHead,2009,November,0.28461538461538466
NorahHead,2009,October,3.527272727272728
NorahHead,2009,September,0.44827586206896564
NorahHead,2010,April,1.68
NorahHead,2010,August,1.7440000000000002
NorahHead,2010,December,2.255172413793103
NorahHead,2010,February,2.484615384615385
NorahHead,2010,January,1.7571428571428571
NorahHead,2010,July,4.373333333333333
NorahHead,2010,June,5.15
NorahHead,2010,March,3.7103448275862068
NorahHead,2010,May,7.633333333333332
NorahHead,2010,November,5.6
NorahHead,2010,October,2.561290322580645
NorahHead,2010,September,0.5448275862068968
NorahHead,2011,August,2.08
NorahHead,2011,December,3.0645161290322585
NorahHead,2011,February,1.4571428571428573
NorahHead,2011,January,1.32258064516129
NorahHead,2011,July,8.277419354838708
NorahHead,2011,June,5.613793103448276
NorahHead,2011,March,4.206451612903226
NorahHead,2011,May,6.300000000000001
NorahHead,2011,November,4.339999999999999
NorahHead,2011,October,1.825806451612903
NorahHead,2011,September,4.626666666666667
NorahHead,2012,April,5.227586206896551
NorahHead,2012,August,1.961290322580645
NorahHead,2012,February,5.862068965517241
NorahHead,2012,January,5.309677419354839
NorahHead,2012,July,2.4193548387096775
NorahHead,2012,June,5.14
NorahHead,2012,March,3.6193548387096777
NorahHead,2012,May,2.1354838709677417
NorahHead,2012,November,2.766666666666667
NorahHead,2012,October,0.36774193548387096
NorahHead,2012,September,1.0689655172413794
NorahHead,2013,April,3.32
NorahHead,2013,August,0.8461538461538461
NorahHead,2013,December,1.1230769230769233
NorahHead,2013,January,5.748387096774193
NorahHead,2013,July,1.3199999999999996
NorahHead,2013,June,10.459999999999997
NorahHead,2013,March,3.522580645161291
NorahHead,2013,May,2.309677419354839
NorahHead,2013,November,10.173333333333334
NorahHead,2013,October,1.0451612903225806
NorahHead,2013,September,0.8199999999999998
NorahHead,2014,April,4.473333333333333
NorahHead,2014,August,7.038709677419355
NorahHead,2014,December,2.264516129032258
NorahHead,2014,February,5.157142857142857
NorahHead,2014,January,0.3916666666666667
NorahHead,2014,July,0.8193548387096774
NorahHead,2014,June,6.420689655172416
NorahHead,2014,March,4.3032258064516125
NorahHead,2014,May,2.645161290322581
NorahHead,2014,November,0.8266666666666668
NorahHead,2014,October,2.4451612903225803
NorahHead,2014,September,1.793103448275862
NorahHead,2015,April,11.082758620689654
NorahHead,2015,August,0.6857142857142858
NorahHead,2015,December,3.709677419354838
NorahHead,2015,February,3.4285714285714284
NorahHead,2015,January,5.412903225806452
NorahHead,2015,July,1.3419354838709678
NorahHead,2015,June,2.9400000000000004
NorahHead,2015,March,3.180645161290323
NorahHead,2015,May,3.8064516129032255
NorahHead,2015,November,3.6800000000000006
NorahHead,2015,October,2.2967741935483867
NorahHead,2015,September,5.458823529411765
NorahHead,2016,April,1.8133333333333335
NorahHead,2016,August,2.432258064516129
NorahHead,2016,December,2.238709677419355
NorahHead,2016,February,0.6000000000000001
NorahHead,2016,January,7.74
NorahHead,2016,July,2.6645161290322585
NorahHead,2016,June,6.506666666666667
NorahHead,2016,March,4.980645161290322
NorahHead,2016,May,0.4129032258064515
NorahHead,2016,November,1.1733333333333333
NorahHead,2016,October,1.9419354838709677
NorahHead,2016,September,2.3066666666666666
NorahHead,2017,April,3.12
NorahHead,2017,February,4.421428571428572
NorahHead,2017,January,1.606451612903226
NorahHead,2017,June,6.3839999999999995
NorahHead,2017,March,9.148387096774194
NorahHead,2017,May,1.3483870967741935
NorfolkIsland,2009,April,2.8600000000000003
NorfolkIsland,2009,August,1.1290322580645162
NorfolkIsland,2009,December,0.4774193548387099
NorfolkIsland,2009,February,7.1499999999999995
NorfolkIsland,2009,January,2.0903225806451617
NorfolkIsland,2009,July,4.335483870967742
NorfolkIsland,2009,June,3.7466666666666666
NorfolkIsland,2009,March,1.9548387096774198
NorfolkIsland,2009,May,1.1741935483870969
NorfolkIsland,2009,November,0.27333333333333326
NorfolkIsland,2009,October,0.9870967741935484
NorfolkIsland,2009,September,3.913333333333333
NorfolkIsland,2010,April,3.1399999999999997
NorfolkIsland,2010,August,5.490322580645161
NorfolkIsland,2010,December,0.632258064516129
NorfolkIsland,2010,February,1.0642857142857145
NorfolkIsland,2010,January,0.41935483870967744
NorfolkIsland,2010,July,1.464516129032258
NorfolkIsland,2010,June,3.2
NorfolkIsland,2010,March,0.761290322580645
NorfolkIsland,2010,May,3.5161290322580645
NorfolkIsland,2010,November,1.6000000000000003
NorfolkIsland,2010,October,1.3483870967741935
NorfolkIsland,2010,September,3.09
NorfolkIsland,2011,August,7.870967741935484
NorfolkIsland,2011,December,10.587096774193547
NorfolkIsland,2011,February,0.8214285714285714
NorfolkIsland,2011,January,1.896774193548387
NorfolkIsland,2011,July,4.335483870967742
NorfolkIsland,2011,June,6.526666666666667
NorfolkIsland,2011,March,8.893333333333333
NorfolkIsland,2011,May,4.903225806451613
NorfolkIsland,2011,November,0.6866666666666666
NorfolkIsland,2011,October,0.9419354838709678
NorfolkIsland,2011,September,4.82
NorfolkIsland,2012,April,3.5
NorfolkIsland,2012,August,3.1935483870967736
NorfolkIsland,2012,February,5.193103448275862
NorfolkIsland,2012,January,1.3161290322580645
NorfolkIsland,2012,July,4.638709677419355
NorfolkIsland,2012,June,6.346666666666667
NorfolkIsland,2012,March,2.032258064516129
NorfolkIsland,2012,May,4.890322580645162
NorfolkIsland,2012,November,3.1466666666666665
NorfolkIsland,2012,October,3.0774193548387094
NorfolkIsland,2012,September,2.2333333333333334
NorfolkIsland,2013,April,4.06
NorfolkIsland,2013,August,3.806451612903226
NorfolkIsland,2013,December,1.7935483870967746
NorfolkIsland,2013,January,0.45161290322580644
NorfolkIsland,2013,July,4.690322580645161
NorfolkIsland,2013,June,4.946666666666667
NorfolkIsland,2013,March,1.47741935483871
NorfolkIsland,2013,May,3.4193548387096775
NorfolkIsland,2013,November,3.5800000000000005
NorfolkIsland,2013,October,1.1161290322580644
NorfolkIsland,2013,September,2.22
NorfolkIsland,2014,April,1.3733333333333333
NorfolkIsland,2014,August,4.580645161290323
NorfolkIsland,2014,December,8.438709677419354
NorfolkIsland,2014,February,5.935714285714286
NorfolkIsland,2014,January,1.52258064516129
NorfolkIsland,2014,July,3.3483870967741938
NorfolkIsland,2014,June,3.6333333333333333
NorfolkIsland,2014,March,0.8129032258064517
NorfolkIsland,2014,May,2.045161290322581
NorfolkIsland,2014,November,1.3800000000000006
NorfolkIsland,2014,October,1.9612903225806455
NorfolkIsland,2014,September,1.3199999999999998
NorfolkIsland,2015,April,2.1133333333333333
NorfolkIsland,2015,August,2.4387096774193546
NorfolkIsland,2015,December,3.593548387096774
NorfolkIsland,2015,February,1.564285714285714
NorfolkIsland,2015,January,6.4387096774193555
NorfolkIsland,2015,July,3.393548387096774
NorfolkIsland,2015,June,1.3133333333333335
NorfolkIsland,2015,March,2.309677419354839
NorfolkIsland,2015,May,1.367741935483871
NorfolkIsland,2015,November,1.8466666666666667
NorfolkIsland,2015,October,1.1354838709677422
NorfolkIsland,2015,September,3.173333333333334
NorfolkIsland,2016,April,2.7399999999999998
NorfolkIsland,2016,August,3.516129032258065
NorfolkIsland,2016,December,0.6
NorfolkIsland,2016,February,9.16551724137931
NorfolkIsland,2016,January,4.419354838709677
NorfolkIsland,2016,July,2.161290322580645
NorfolkIsland,2016,June,3.92
NorfolkIsland,2016,March,8.6
NorfolkIsland,2016,May,3.8806451612903223
NorfolkIsland,2016,November,5.956521739130435
NorfolkIsland,2016,October,1.290322580645161
NorfolkIsland,2016,September,2.44
NorfolkIsland,2017,April,1.8933333333333333
NorfolkIsland,2017,February,1.7454545454545454
NorfolkIsland,2017,January,1.2434782608695651
NorfolkIsland,2017,June,4.856
NorfolkIsland,2017,March,3.0363636363636366
NorfolkIsland,2017,May,1.8133333333333335
Nuriootpa,2009,April,2.013333333333333
Nuriootpa,2009,August,1.5419354838709678
Nuriootpa,2009,December,0.7000000000000001
Nuriootpa,2009,February,0.07857142857142857
Nuriootpa,2009,January,0.032258064516129045
Nuriootpa,2009,July,2.890322580645161
Nuriootpa,2009,June,2.1
Nuriootpa,2009,March,0.5612903225806452
Nuriootpa,2009,May,0.8580645161290322
Nuriootpa,2009,November,1.3066666666666664
Nuriootpa,2009,October,1.2064516129032257
Nuriootpa,2009,September,2.3
Nuriootpa,2010,April,2.006666666666667
Nuriootpa,2010,August,2.425806451612903
Nuriootpa,2010,December,4.338709677419356
Nuriootpa,2010,February,0.11428571428571427
Nuriootpa,2010,January,0.29677419354838697
Nuriootpa,2010,July,1.2645161290322582
Nuriootpa,2010,June,1.3333333333333333
Nuriootpa,2010,March,0.6516129032258066
Nuriootpa,2010,May,1.4258064516129034
Nuriootpa,2010,November,0.9466666666666664
Nuriootpa,2010,October,1.070967741935484
Nuriootpa,2010,September,3.193333333333333
Nuriootpa,2011,August,2.309677419354839
Nuriootpa,2011,December,1.5225806451612902
Nuriootpa,2011,February,3.2892857142857146
Nuriootpa,2011,January,0.12903225806451618
Nuriootpa,2011,July,1.6129032258064517
Nuriootpa,2011,June,1.4466666666666665
Nuriootpa,2011,March,3.7161290322580642
Nuriootpa,2011,May,2.303225806451613
Nuriootpa,2011,November,1.5299999999999998
Nuriootpa,2011,October,1.4903225806451614
Nuriootpa,2011,September,1.34
Nuriootpa,2012,April,0.46
Nuriootpa,2012,August,1.3225806451612903
Nuriootpa,2012,February,0.5517241379310346
Nuriootpa,2012,January,0.4903225806451613
Nuriootpa,2012,July,1.2774193548387098
Nuriootpa,2012,June,1.8266666666666667
Nuriootpa,2012,March,1.5032258064516126
Nuriootpa,2012,May,0.9193548387096773
Nuriootpa,2012,November,0.1866666666666667
Nuriootpa,2012,October,0.5225806451612904
Nuriootpa,2012,September,1.2800000000000002
Nuriootpa,2013,April,1.3666666666666665
Nuriootpa,2013,August,2.2451612903225806
Nuriootpa,2013,December,1.0483870967741937
Nuriootpa,2013,January,0.16774193548387092
Nuriootpa,2013,July,2.42
Nuriootpa,2013,June,2.0933333333333333
Nuriootpa,2013,March,0.4032258064516128
Nuriootpa,2013,May,1.767741935483871
Nuriootpa,2013,November,0.13333333333333336
Nuriootpa,2013,October,0.7903225806451614
Nuriootpa,2013,September,2.024137931034483
Nuriootpa,2014,April,1.9
Nuriootpa,2014,August,0.5225806451612903
Nuriootpa,2014,December,0.36774193548387096
Nuriootpa,2014,February,3.9571428571428577
Nuriootpa,2014,January,0.3
Nuriootpa,2014,July,2.770967741935484
Nuriootpa,2014,June,3.213333333333334
Nuriootpa,2014,March,0.535483870967742
Nuriootpa,2014,May,1.1419354838709677
Nuriootpa,2014,November,1.093333333333333
Nuriootpa,2014,October,0.17419354838709672
Nuriootpa,2014,September,0.47333333333333333
Nuriootpa,2015,April,1.88
Nuriootpa,2015,August,2.132258064516129
Nuriootpa,2015,December,0.21612903225806454
Nuriootpa,2015,February,0.007142857142857142
Nuriootpa,2015,January,0.9935483870967741
Nuriootpa,2015,July,1.7774193548387098
Nuriootpa,2015,June,0.5333333333333334
Nuriootpa,2015,March,0.2580645161290323
Nuriootpa,2015,May,1.1483870967741936
Nuriootpa,2015,November,1.0233333333333332
Nuriootpa,2015,October,0.2612903225806452
Nuriootpa,2015,September,1.1724137931034482
Nuriootpa,2016,April,0.4833333333333333
Nuriootpa,2016,August,2.0548387096774197
Nuriootpa,2016,December,1.6580645161290326
Nuriootpa,2016,February,0.42413793103448283
Nuriootpa,2016,January,0.9677419354838703
Nuriootpa,2016,July,2.8866666666666667
Nuriootpa,2016,June,3.14
Nuriootpa,2016,March,1.4709677419354839
Nuriootpa,2016,May,2.94
Nuriootpa,2016,November,0.7833333333333333
Nuriootpa,2016,October,1.5129032258064514
Nuriootpa,2016,September,6.036666666666666
Nuriootpa,2017,April,1.4666666666666666
Nuriootpa,2017,February,1.3928571428571432
Nuriootpa,2017,January,1.261290322580645
Nuriootpa,2017,June,0.27999999999999997
Nuriootpa,2017,March,0.3290322580645161
Nuriootpa,2017,May,0.6387096774193547
PearceRAAF,2009,April,0.6142857142857144
PearceRAAF,2009,August,4.078260869565217
PearceRAAF,2009,December,0
PearceRAAF,2009,February,0.035714285714285726
PearceRAAF,2009,January,0
PearceRAAF,2009,July,5.9799999999999995
PearceRAAF,2009,June,4.638461538461538
PearceRAAF,2009,March,0.07586206896551724
PearceRAAF,2009,May,1.464285714285714
PearceRAAF,2009,November,1.246666666666667
PearceRAAF,2009,October,0.2962962962962963
PearceRAAF,2009,September,4.057142857142857
PearceRAAF,2010,April,0.4333333333333333
PearceRAAF,2010,August,1.703225806451613
PearceRAAF,2010,December,0.5777777777777778
PearceRAAF,2010,February,0.007692307692307693
PearceRAAF,2010,January,0
PearceRAAF,2010,July,4.044444444444445
PearceRAAF,2010,June,0.96
PearceRAAF,2010,March,0.4838709677419353
PearceRAAF,2010,May,1.9862068965517239
PearceRAAF,2010,November,0.3714285714285714
PearceRAAF,2010,October,0.3241379310344828
PearceRAAF,2010,September,1.3153846153846152
PearceRAAF,2011,August,4.12
PearceRAAF,2011,December,2.3000000000000007
PearceRAAF,2011,February,0.061538461538461535
PearceRAAF,2011,January,0.3793103448275862
PearceRAAF,2011,July,4.3
PearceRAAF,2011,June,4.269230769230769
PearceRAAF,2011,March,0.006451612903225806
PearceRAAF,2011,May,1.5439999999999998
PearceRAAF,2011,November,1.0666666666666669
PearceRAAF,2011,October,2.1185185185185182
PearceRAAF,2011,September,2.808333333333333
PearceRAAF,2012,April,1.9199999999999997
PearceRAAF,2012,August,2.638709677419355
PearceRAAF,2012,February,0.8482758620689654
PearceRAAF,2012,January,0.07741935483870968
PearceRAAF,2012,July,0.9666666666666667
PearceRAAF,2012,June,3.0592592592592593
PearceRAAF,2012,March,0.02580645161290324
PearceRAAF,2012,May,1.2923076923076924
PearceRAAF,2012,November,1.6785714285714286
PearceRAAF,2012,October,0.3259259259259259
PearceRAAF,2012,September,2.753846153846154
PearceRAAF,2013,April,0.6076923076923078
PearceRAAF,2013,August,5.5840000000000005
PearceRAAF,2013,December,0.01999999999999999
PearceRAAF,2013,January,0.30434782608695654
PearceRAAF,2013,July,3.9137931034482754
PearceRAAF,2013,June,0.43750000000000006
PearceRAAF,2013,March,2.096551724137931
PearceRAAF,2013,May,3.3444444444444446
PearceRAAF,2013,November,0.2749999999999999
PearceRAAF,2013,October,1.0479999999999998
PearceRAAF,2013,September,6.752173913043478
PearceRAAF,2014,April,0.8285714285714283
PearceRAAF,2014,August,3.2111111111111117
PearceRAAF,2014,December,0
PearceRAAF,2014,February,0
PearceRAAF,2014,January,0.006451612903225806
PearceRAAF,2014,July,4.547826086956522
PearceRAAF,2014,June,3.3615384615384616
PearceRAAF,2014,March,0.21379310344827576
PearceRAAF,2014,May,5.386956521739131
PearceRAAF,2014,November,0.6800000000000002
PearceRAAF,2014,October,0.9846153846153846
PearceRAAF,2014,September,2.417391304347826
PearceRAAF,2015,April,1.8199999999999998
PearceRAAF,2015,August,3.012903225806452
PearceRAAF,2015,December,0.49677419354838714
PearceRAAF,2015,February,1.164285714285714
PearceRAAF,2015,January,0.038709677419354827
PearceRAAF,2015,July,3.3724137931034486
PearceRAAF,2015,June,2.1533333333333338
PearceRAAF,2015,March,0.864516129032258
PearceRAAF,2015,May,1.8838709677419356
PearceRAAF,2015,November,0.3199999999999999
PearceRAAF,2015,October,0.4322580645161291
PearceRAAF,2015,September,1.131034482758621
PearceRAAF,2016,April,2.2733333333333334
PearceRAAF,2016,August,4.329032258064516
PearceRAAF,2016,December,0.4451612903225806
PearceRAAF,2016,February,0.03448275862068966
PearceRAAF,2016,January,0.6733333333333331
PearceRAAF,2016,July,3.845161290322581
PearceRAAF,2016,June,3.14
PearceRAAF,2016,March,3.283870967741936
PearceRAAF,2016,May,2.9096774193548387
PearceRAAF,2016,November,0.24666666666666673
PearceRAAF,2016,October,1.5379310344827586
PearceRAAF,2016,September,1.7310344827586206
PearceRAAF,2017,April,0
PearceRAAF,2017,February,3.521428571428571
PearceRAAF,2017,January,1.8827586206896543
PearceRAAF,2017,June,1.625
PearceRAAF,2017,March,1.283870967741935
PearceRAAF,2017,May,1.3733333333333333
Penrith,2008,December,2.3333333333333335
Penrith,2009,April,2.9933333333333336
Penrith,2009,August,0.2666666666666667
Penrith,2009,December,1.162962962962963
Penrith,2009,February,4.864285714285714
Penrith,2009,January,0.64
Penrith,2009,July,0.4967741935483871
Penrith,2009,June,0.96
Penrith,2009,March,1.4838709677419353
Penrith,2009,May,2.690322580645162
Penrith,2009,November,0.4857142857142857
Penrith,2009,October,1.6774193548387097
Penrith,2009,September,0.46
Penrith,2010,April,0.5703703703703704
Penrith,2010,August,0.7419354838709676
Penrith,2010,December,1.809090909090909
Penrith,2010,February,10.991999999999997
Penrith,2010,January,1.6769230769230765
Penrith,2010,July,1.9586206896551726
Penrith,2010,June,1.7133333333333332
Penrith,2010,March,1.0344827586206895
Penrith,2010,May,1.7241379310344824
Penrith,2010,November,4.76
Penrith,2010,October,2.5416666666666665
Penrith,2010,September,1.0153846153846153
Penrith,2011,August,0.9161290322580645
Penrith,2011,December,2.8451612903225807
Penrith,2011,February,0.7785714285714286
Penrith,2011,January,1.104
Penrith,2011,July,0.8774193548387096
Penrith,2011,June,1.5266666666666666
Penrith,2011,March,4.04
Penrith,2011,May,1.316129032258064
Penrith,2011,November,5.126666666666667
Penrith,2011,October,1.4967741935483871
Penrith,2011,September,2.442857142857143
Penrith,2012,April,3.1200000000000006
Penrith,2012,August,0.16666666666666669
Penrith,2012,February,9.179310344827586
Penrith,2012,January,4.451612903225806
Penrith,2012,July,0.6193548387096774
Penrith,2012,June,2.18
Penrith,2012,March,4.973333333333333
Penrith,2012,May,0.49677419354838703
Penrith,2012,November,2.2333333333333334
Penrith,2012,October,1.0967741935483868
Penrith,2012,September,0.8133333333333334
Penrith,2013,April,2.006666666666667
Penrith,2013,August,0.013333333333333336
Penrith,2013,December,1.1806451612903228
Penrith,2013,January,4.812903225806452
Penrith,2013,July,0.14193548387096774
Penrith,2013,June,3.3600000000000003
Penrith,2013,March,2.1741935483870973
Penrith,2013,May,0.8774193548387097
Penrith,2013,November,4.713333333333333
Penrith,2013,October,0.21290322580645163
Penrith,2013,September,0.6333333333333335
Penrith,2014,April,1.8758620689655172
Penrith,2014,August,3.3225806451612905
Penrith,2014,December,5.296774193548386
Penrith,2014,February,2.4357142857142855
Penrith,2014,January,0.8838709677419354
Penrith,2014,July,0.3870967741935484
Penrith,2014,June,1.1800000000000002
Penrith,2014,March,3.2451612903225806
Penrith,2014,May,0.12903225806451615
Penrith,2014,November,1.3793103448275859
Penrith,2014,October,2.116129032258064
Penrith,2014,September,0.6482758620689655
Penrith,2015,April,8.924137931034483
Penrith,2015,August,1.2903225806451615
Penrith,2015,December,3.5225806451612898
Penrith,2015,February,1.6857142857142857
Penrith,2015,January,4.529032258064516
Penrith,2015,July,1.0774193548387097
Penrith,2015,June,2.246666666666667
Penrith,2015,March,1.4967741935483871
Penrith,2015,May,1.535483870967742
Penrith,2015,November,4.706666666666667
Penrith,2015,October,1.0193548387096774
Penrith,2015,September,0.5266666666666667
Penrith,2016,April,0.4066666666666666
Penrith,2016,August,1.5741935483870966
Penrith,2016,December,2.1733333333333333
Penrith,2016,February,0.06923076923076923
Penrith,2016,January,9.929032258064515
Penrith,2016,July,1.7214285714285713
Penrith,2016,June,6.979999999999998
Penrith,2016,March,0.5419354838709678
Penrith,2016,May,0.26000000000000006
Penrith,2016,November,0.5724137931034483
Penrith,2016,October,0.39999999999999997
Penrith,2016,September,1.6666666666666667
Penrith,2017,April,0.9799999999999998
Penrith,2017,February,2.585185185185185
Penrith,2017,January,0.9096774193548385
Penrith,2017,June,1.1416666666666666
Penrith,2017,March,8.221428571428572
Penrith,2017,May,0.3290322580645161
Perth,2008,August,0.8967741935483867
Perth,2008,December,0.37419354838709684
Perth,2008,July,5.7870967741935475
Perth,2008,November,1.9266666666666667
Perth,2008,October,1.238709677419355
Perth,2008,September,2.5266666666666664
Perth,2009,April,0.16666666666666666
Perth,2009,August,3.5806451612903225
Perth,2009,December,0
Perth,2009,February,0.2928571428571429
Perth,2009,January,0.006451612903225806
Perth,2009,July,4.825806451612904
Perth,2009,June,5.206666666666667
Perth,2009,March,0.21935483870967745
Perth,2009,May,1.4838709677419353
Perth,2009,November,1.2733333333333332
Perth,2009,October,0.21935483870967742
Perth,2009,September,2.6733333333333333
Perth,2010,April,0.8333333333333333
Perth,2010,August,2.032258064516129
Perth,2010,December,0.561290322580645
Perth,2010,February,0.007142857142857142
Perth,2010,January,0
Perth,2010,July,4.580645161290322
Perth,2010,June,1.7133333333333334
Perth,2010,March,1.3032258064516127
Perth,2010,May,2.8580645161290317
Perth,2010,November,0.3866666666666666
Perth,2010,October,0.6645161290322581
Perth,2010,September,1.4533333333333336
Perth,2011,August,3.7161290322580647
Perth,2011,December,2.445161290322581
Perth,2011,February,0.014285714285714284
Perth,2011,January,0.9741935483870967
Perth,2011,July,5.193548387096775
Perth,2011,June,5.713333333333334
Perth,2011,March,0
Perth,2011,May,2.7419354838709675
Perth,2011,November,0.9666666666666666
Perth,2011,October,2.070967741935484
Perth,2011,September,3.6399999999999997
Perth,2012,April,2.306666666666667
Perth,2012,August,2.8129032258064517
Perth,2012,February,0.8137931034482756
Perth,2012,January,0.6064516129032259
Perth,2012,July,1.1161290322580646
Perth,2012,June,4.693333333333333
Perth,2012,March,0.00645161290322581
Perth,2012,May,1.5806451612903225
Perth,2012,November,1.94
Perth,2012,October,0.5032258064516129
Perth,2012,September,3.0266666666666664
Perth,2013,April,0.7
Perth,2013,August,5.4
Perth,2013,December,0.05806451612903224
Perth,2013,January,0.232258064516129
Perth,2013,July,4.516129032258065
Perth,2013,June,1.4666666666666666
Perth,2013,March,2.24516129032258
Perth,2013,May,4.458064516129032
Perth,2013,November,0.34
Perth,2013,October,1.2258064516129032
Perth,2013,September,4.806666666666667
Perth,2014,April,0.8199999999999998
Perth,2014,August,3.451612903225806
Perth,2014,December,0
Perth,2014,February,0
Perth,2014,January,0.006451612903225806
Perth,2014,July,4.87741935483871
Perth,2014,June,3.12
Perth,2014,March,0.23870967741935492
Perth,2014,May,4.922580645161291
Perth,2014,November,0.7933333333333334
Perth,2014,October,1.1935483870967742
Perth,2014,September,2.566666666666667
Perth,2015,April,1.7999999999999998
Perth,2015,August,3.645161290322581
Perth,2015,December,0.43870967741935485
Perth,2015,February,0.8357142857142861
Perth,2015,January,0.6000000000000002
Perth,2015,July,3.3032258064516125
Perth,2015,June,3.3466666666666667
Perth,2015,March,0.503225806451613
Perth,2015,May,2.703225806451613
Perth,2015,November,0.6800000000000002
Perth,2015,October,0.6645161290322583
Perth,2015,September,1.7333333333333327
Perth,2016,April,2.2733333333333334
Perth,2016,August,3.974193548387097
Perth,2016,December,0.3290322580645161
Perth,2016,February,0.020689655172413793
Perth,2016,January,0.49032258064516143
Perth,2016,July,4.503225806451613
Perth,2016,June,3.6466666666666665
Perth,2016,March,0.5419354838709679
Perth,2016,May,3.612903225806452
Perth,2016,November,0.47999999999999987
Perth,2016,October,1.2064516129032257
Perth,2016,September,2.293333333333334
Perth,2017,April,0
Perth,2017,February,4.9
Perth,2017,January,1.4645161290322588
Perth,2017,June,3.519999999999999
Perth,2017,March,0.7612903225806451
Perth,2017,May,2.2838709677419353
PerthAirport,2009,April,0.22666666666666674
PerthAirport,2009,August,4.161290322580645
PerthAirport,2009,December,0
PerthAirport,2009,February,0.19285714285714278
PerthAirport,2009,January,0.4064516129032259
PerthAirport,2009,July,4.690322580645161
PerthAirport,2009,June,4.38
PerthAirport,2009,March,0.19354838709677416
PerthAirport,2009,May,1.5999999999999999
PerthAirport,2009,November,1.08
PerthAirport,2009,October,0.12903225806451618
PerthAirport,2009,September,3.1066666666666665
PerthAirport,2010,April,0.7733333333333332
PerthAirport,2010,August,1.9354838709677418
PerthAirport,2010,December,0.5161290322580647
PerthAirport,2010,February,0
PerthAirport,2010,January,0
PerthAirport,2010,July,2.7870967741935475
PerthAirport,2010,June,1.5733333333333333
PerthAirport,2010,March,1.393548387096774
PerthAirport,2010,May,2.8580645161290317
PerthAirport,2010,November,0.25333333333333324
PerthAirport,2010,October,0.8129032258064517
PerthAirport,2010,September,0.9266666666666667
PerthAirport,2011,August,4.12258064516129
PerthAirport,2011,December,2.174193548387097
PerthAirport,2011,February,0.014285714285714284
PerthAirport,2011,January,1.393548387096774
PerthAirport,2011,July,5.3096774193548395
PerthAirport,2011,June,4.773333333333333
PerthAirport,2011,March,0
PerthAirport,2011,May,1.8903225806451613
